timestamp,scenario,architecture,balancing,explainer,seed,model_test_loss,model_test_f1,model_test_mcc,model_test_pr_auc,stab_jaccard_mean,stab_jaccard_std,stab_spearman_mean,stab_shap_oom_retries,stab_n_tp,stab_n_measurable,stab_subgraph_n_nodes,stab_subgraph_n_edges,stab_error,stab_reason
2026-07-25T15:08:56.329281,1:100,GCN,class_weighting,GNNExplainer,42,2.5398788452148438,0.0,-0.0020313080984245345,0.007874283806328384,0.5666666666666667,0.4955356249106168,0.8642120708288302,,30,30,2.0,1.0,,
2026-07-25T15:11:10.852740,1:100,GCN,focal_loss,GNNExplainer,42,0.020400868728756905,0.0,-0.007898327080010693,0.005383393417840252,0.7,0.45825756949558394,0.801904425416355,,30,30,2.0,1.0,,
2026-07-25T15:13:13.357003,1:100,GCN,none,GNNExplainer,42,0.0875375047326088,0.009345794392523364,0.00773836114354077,0.007201316236289252,0.0,0.0,0.7955432427189848,,30,30,1.0,0.0,,
2026-07-25T15:15:29.299577,1:100,GraphSAGE,class_weighting,GNNExplainer,42,4.357241153717041,0.0,-0.0034287055756462427,0.016469612787281436,0.7666666666666667,0.4229525846816506,0.76061700889517,,30,30,2.0,1.0,,
2026-07-25T15:17:43.111954,1:100,GraphSAGE,focal_loss,GNNExplainer,42,0.012372978031635284,0.0,-0.0037395676961265497,0.008625093426312763,0.8666666666666667,0.33993463423951903,0.7053089755313545,,30,30,3.0,2.0,,
2026-07-25T15:19:37.894423,1:100,GraphSAGE,none,GNNExplainer,42,0.07946494966745377,0.0,-0.008470638174811942,0.005556181639423337,1.0,0.0,0.7822613406489874,,30,30,2.5,1.5,,
2026-07-25T15:21:53.753373,1:10,GCN,class_weighting,GNNExplainer,42,0.6372484564781189,0.0,-0.008771002534795564,0.005475799504012023,0.8333333333333334,0.3726779962499649,0.8074579488458447,,30,30,3.0,2.0,,
2026-07-25T15:24:09.824413,1:10,GCN,focal_loss,GNNExplainer,42,0.01195721048861742,0.02631578947368421,0.020093609876626218,0.00947990237671217,0.8179394926061593,0.3750063309921207,0.8048685676282319,,30,30,2.0,1.0,,
2026-07-25T15:26:26.104102,1:10,GCN,none,GNNExplainer,42,0.4281296133995056,0.0,-0.005413027447222378,0.028178075611792648,0.7,0.45825756949558394,0.48731911768781,,30,30,3.0,2.0,,
2026-07-25T15:28:16.696225,1:10,GraphSAGE,class_weighting,GNNExplainer,42,0.5314031839370728,0.0,-0.001868450985462102,0.014054771184147094,0.8768776394165716,0.31761642132116974,0.7985986366281488,,30,30,3.0,2.0,,
2026-07-25T15:30:31.014595,1:10,GraphSAGE,focal_loss,GNNExplainer,42,0.009759794920682907,0.0,-0.0038652017382471452,0.02079863513471209,0.9,0.3,0.7496479895807355,,30,30,3.0,2.0,,
